name,date,lsp_name,lsp_type,orbit,location,pad_name,Latitude,Longitude,location_launch_attempt_count,pad_launch_attempt_count,agency_launch_attempt_count,location_launch_attempt_count_year,pad_launch_attempt_count_year,agency_launch_attempt_count_year,image,landing,mission_type
Ceres-1S | 4x Tianqi,2023-09-05,Galactic Energy,Commercial,LEO,Sea Launch,DeFu-15002 mobile launch platform,36.631333,121.198361,45,2,9,1,1,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/ceres-1s25202_image_20230905114300.jpeg,,Communications
Falcon 9 Block 5 | Starlink Group 6-12,2023-09-03,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,223,165,276,10,10,63,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522083149.png,JRTI,Communications
Falcon 9 Block 5 | SDA Tranche 0B,2023-09-02,SpaceX,Commercial,PO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,727,118,275,18,18,62,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230830192938.jpeg,LZ-4,Government/Top Secret
PSLV-XL | Aditya-L1,2023-09-02,Indian Space Research Organization,Government,L1-point,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre Second Launch Pad,13.7199,80.2304,91,27,87,7,4,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/pslv-xl252025_image_20230903042603.jpeg,,Heliophysics
Falcon 9 Block 5 | Starlink Group 6-13,2023-08-31,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,904,197,274,36,34,61,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522083649.png,ASOG,Communications
Long March 2D | Yaogan 39 Group 01,2023-08-31,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,191,81,433,8,3,27,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230831095313.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 6-11,2023-08-27,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,903,196,273,35,33,60,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522082819.png,JRTI,Communications
Falcon 9 Block 5 | Crew-7,2023-08-26,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,222,164,272,9,9,59,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230827172539.jpeg,LZ-1,Human Exploration
Ceres-1 | Jilin-1 Wideband-02A,2023-08-25,Galactic Energy,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,204,44,8,22,9,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/ceres-1252025_image_20230825071155.png,,Earth Science
Electron | We Love the Nightlife (Capella Acadia 1),2023-08-23,Rocket Lab,Commercial,LEO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1B,-39.262833,177.864469,37,11,40,5,5,8,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/electron25202_image_20230824082352.jpeg,PAC,Earth Science
Soyuz 2.1a | Progress MS-24 (85P),2023-08-23,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1542,409,315,6,4,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Resupply
Falcon 9 Block 5 | Starlink Group 7-1,2023-08-22,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,726,117,271,17,17,58,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230710072935.png,OCISLY,Communications
Long March 4C | Gaofen-12 04,2023-08-20,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,203,105,432,21,9,26,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230820184753.jpeg,,Earth Science
Falcon 9 Block 5 | Starlink Group 6-10,2023-08-17,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,902,195,270,34,32,57,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522082449.png,ASOG,Communications
Kuaizhou-1A | HEAD-3A/B/C/D/E,2023-08-14,ExPace,Commercial,LEO,"Xichang Satellite Launch Center, People's Republic of China",Mobile Launcher Pad,28.242774,102.032944,190,5,24,7,1,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/kuaizhou-1a252_image_20230814133634.jpeg,,Communications
Long March 3B/E | L-SAR4-01 (LTDC-4A),2023-08-12,China Aerospace Science and Technology Corporation,Government,GSTO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 2 (LC-2),28.245564,102.026751,189,105,431,6,4,25,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230812191538.jpeg,,Earth Science
Falcon 9 Block 5 | Starlink Group 6-9,2023-08-11,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,901,194,269,33,31,56,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230503090440.png,JRTI,Communications
Soyuz 2.1b/Fregat-M | Luna 25,2023-08-10,Russian Federal Space Agency (ROSCOSMOS),Government,LO,"Vostochny Cosmodrome, Siberia, Russian Federation",Cosmodrome Site 1S,51.884395,128.333932,15,15,314,3,3,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/soyuz25202.1b_image_20230811103805.jpeg,,Lunar Exploration
SpaceShipTwo | Galactic 02,2023-08-10,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Spaceport America,32.9902778,-106.9719162,81,9,62,4,4,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Tourism
Ceres-1 | 7 satellites,2023-08-10,Galactic Energy,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,202,43,7,20,8,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/ceres-1252025_image_20230810052324.jpeg,,Earth Science
Long March 2C | 5 m S-SAR-02 (Huanjing-2F),2023-08-08,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,122,71,430,7,6,24,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230809063828.jpg,,Earth Science
Falcon 9 Block 5 | Starlink Group 6-20,2023-08-08,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,725,116,268,16,16,55,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522092711.png,OCISLY,Communications
Soyuz 2.1b/Fregat-M | Glonass-K2 No. 13 (Kosmos 2569),2023-08-07,Russian Space Forces,Government,MEO,"Plesetsk Cosmodrome, Russian Federation",43/3 (43L),62.9273,40.45,1662,228,133,3,2,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/soyuz25202.1b_image_20230807181912.jpg,,Navigation
Falcon 9 Block 5 | Starlink Group 6-8,2023-08-07,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,900,193,267,32,30,54,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522082133.png,ASOG,Communications
Falcon 9 Block 5 | Galaxy 37,2023-08-03,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,899,192,266,31,29,53,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230803065839.jpeg,JRTI,Communications
Long March 4C | Fengyun-3F,2023-08-03,China Aerospace Science and Technology Corporation,Government,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,201,104,429,19,8,23,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230803052233.jpeg,,Earth Science
Antares 230+ | Cygnus CRS-2 NG-19 (S.S. Laurel Clark),2023-08-02,Northrop Grumman Space Systems,Commercial,LEO,"Wallops Island, Virginia, USA",Launch Area 0 A,37.8337,-75.4881,77,19,14,4,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/antares2520230_image_20230802044049.jpeg,,Resupply
PSLV-CA | DS-SAR,2023-07-30,Indian Space Research Organization,Government,LEO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre First Launch Pad,13.733,80.235,90,56,86,6,3,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/pslv-ca252025_image_20230730102843.jpeg,,Earth Science
Falcon Heavy | EchoStar 24/Jupiter-3,2023-07-29,SpaceX,Commercial,GTO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,221,163,265,8,8,52,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520heav_image_20230728060033.jpeg,MX Landing,Communications
Falcon 9 Block 5 | Starlink Group 6-7,2023-07-28,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,898,191,264,30,28,51,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230503090318.png,ASOG,Communications
Long March 2D | Yaogan 36 Group 05,2023-07-26,China Aerospace Science and Technology Corporation,Government,LEO,"Xichang Satellite Launch Center, People's Republic of China",Launch Complex 3 (LC-3/LA-1),28.247209,102.02917,188,80,428,5,2,22,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230727031604.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 6-6,2023-07-23,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,897,190,263,29,27,50,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230503090151.png,JRTI,Communications
Long March 2D | Skysight AS-01 to 03 & Lingxi-03,2023-07-23,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,121,70,427,6,5,21,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230723045115.jpeg,,Earth Science
Ceres-1 | Qiankun-1 & Xingshidai‐16,2023-07-22,Galactic Energy,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,200,42,6,18,7,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/ceres-1252025_image_20230722055539.jpeg,,Earth Science
Falcon 9 Block 5 | Starlink Group 6-15,2023-07-20,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,724,115,262,15,15,49,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522092512.png,OCISLY,Communications
Kuaizhou-1A | Tianmu-1 07-10,2023-07-20,ExPace,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,199,41,23,17,6,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/kuaizhou-1a252_image_20230720042210.jpeg,,Earth Science
Electron | Baby Come Back,2023-07-17,Rocket Lab,Commercial,LEO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1B,-39.262833,177.864469,36,10,39,4,4,7,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/electron25202_image_20230719091624.jpg,PAC,Dedicated Rideshare
Falcon 9 Block 5 | Starlink Group 5-15,2023-07-16,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,896,189,261,28,26,48,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522091938.png,ASOG,Communications
LVM-3 | Chandrayaan-3,2023-07-14,Indian Space Research Organization,Government,LO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre Second Launch Pad,13.7199,80.2304,89,26,85,5,3,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/lvm-32520257c_image_20230714182601.png,,Lunar Exploration
Zhuque-2 | Flight 2,2023-07-12,LandSpace,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 96,40.91491,100.245488,198,2,3,16,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/zhuque-225202_image_20230802052650.jpeg,,Test Flight
Falcon 9 Block 5 | Starlink Group 6-5,2023-07-10,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,895,188,260,27,25,47,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230503090004.png,JRTI,Communications
Long March 2C/YZ-1S | 2 x SatNet test satellites,2023-07-09,China Aerospace Science and Technology Corporation,Government,PO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-2 / 603),40.960482,100.298059,197,103,426,15,7,20,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230709130323.jpg,,Communications
Falcon 9 Block 5 | Starlink Group 5-13,2023-07-07,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,723,114,259,14,14,46,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522092137.png,OCISLY,Communications
Ariane 5 ECA+ | Syracuse 4B & Heinrich Hertz (H2Sat),2023-07-05,Arianespace,Commercial,GTO,"Kourou, French Guiana",Ariane Launch Area 3,5.239,-52.768,319,118,314,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/ariane2520525_image_20230706052641.jpeg,,Communications
Falcon 9 Block 5 | Euclid,2023-07-01,SpaceX,Commercial,L2,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,894,187,258,26,24,45,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230802052918.jpeg,ASOG,Astrophysics
SpaceShipTwo | Galactic 01,2023-06-29,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Spaceport America,32.9902778,-106.9719162,80,8,61,3,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Biology
Soyuz 2.1b/Fregat-M | Meteor-M No.2-3 & others,2023-06-27,Russian Federal Space Agency (ROSCOSMOS),Government,SSO,"Vostochny Cosmodrome, Siberia, Russian Federation",Cosmodrome Site 1S,51.884395,128.333932,14,14,313,2,2,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1b2ffr_image_20230802085359.jpg,,Earth Science
Falcon 9 Block 5 | Starlink Group 5-12,2023-06-23,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,893,186,257,25,23,44,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230522064316.png,JRTI,Communications
Delta IV Heavy | NROL-68,2023-06-22,United Launch Alliance,Commercial,Direct-GEO,"Cape Canaveral, FL, USA",Space Launch Complex 37B,28.5317,-80.56495,892,39,157,24,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/delta2520iv25_image_20230622183505.jpeg,,Government/Top Secret
Falcon 9 Block 5 | Starlink Group 5-7,2023-06-22,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,722,113,256,13,13,43,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230503085708.png,OCISLY,Communications
Long March 6 | Shiyan 25,2023-06-20,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 16,38.868222,111.58024,120,12,425,5,1,19,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_6_image_20210709074933.jpg,,Government/Top Secret
Falcon 9 Block 5 | Satria-1,2023-06-18,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,891,185,255,23,22,42,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230617072522.jpeg,ASOG,Communications
HASTE | Scout's Arrow (DYNAMO-A),2023-06-18,Rocket Lab,Commercial,Sub,"Wallops Island, Virginia, USA",Rocket Lab Launch Complex 2 (Launch Area 0 C),37.834,-75.488,76,3,38,3,3,6,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/haste2520257c_image_20230719092124.jpg,ATL,Government/Top Secret
Long March 2D | 41 x Jilin-1,2023-06-15,China Aerospace Science and Technology Corporation,Government,SSO,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Complex 9,38.863128,111.589567,119,69,424,4,4,18,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/long2520march_image_20230723163311.jpeg,,Earth Science
Falcon 9 Block 5 | Transporter 8 (Dedicated SSO Rideshare),2023-06-12,SpaceX,Commercial,SSO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,721,112,254,12,12,41,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230612055735.jpeg,LZ-4,Dedicated Rideshare
Falcon 9 Block 5 | Starlink Group 5-11,2023-06-12,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,890,184,253,22,21,40,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230612145755.png,JRTI,Communications
Kuaizhou-1A | Longjiang 3,2023-06-09,ExPace,Commercial,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 95A,40.969117,100.343333,196,40,22,14,5,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/kuaizhou-1a252_image_20230727043643.jpg,,Communications
Kinetica 1 | Flight 2,2023-06-07,CAS Space,Commercial,SSO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 130,40.8182,100.22514,195,2,2,13,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/kinetica25201_image_20230727064618.jpg,,Earth Science
Falcon 9 Block 5 | Dragon CRS-2 SpX-28,2023-06-05,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,220,162,252,7,7,39,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20210922155355.jpeg,ASOG,Resupply
Falcon 9 Block 5 | Starlink Group 6-4,2023-06-04,SpaceX,Commercial,LEO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,889,183,251,21,20,38,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230503085110.png,JRTI,Communications
Falcon 9 Block 5 | Starlink Group 2-10,2023-05-31,SpaceX,Commercial,LEO,"Vandenberg SFB, CA, USA",Space Launch Complex 4E,34.632,-120.611,720,111,250,11,11,37,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20230209220501.png,OCISLY,Communications
Long March 2F/G | Shenzhou 16,2023-05-30,China Aerospace Science and Technology Corporation,Government,LEO,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Area 4 (SLS-1 / 921),40.957893,100.290944,194,20,423,12,1,17,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/long_march_2_image_20210908195835.jpeg,,Human Exploration
GSLV Mk II | IRNSS-1J (NVS-01),2023-05-29,Indian Space Research Organization,Government,GTO,"Satish Dhawan Space Centre, India",Satish Dhawan Space Centre Second Launch Pad,13.7199,80.2304,88,25,84,4,2,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/gslv2520mk2520ii_image_20190825171642.jpg,,Navigation
Falcon 9 Block 5 | BADR-8,2023-05-27,SpaceX,Commercial,GTO,"Cape Canaveral, FL, USA",Space Launch Complex 40,28.56194122,-80.57735736,888,182,249,20,19,36,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/falcon_9_image_20230807133459.jpeg,JRTI,Communications
Soyuz 2.1a/Fregat-M | Kondor-FKA No.1,2023-05-26,Russian Federal Space Agency (ROSCOSMOS),Government,SSO,"Vostochny Cosmodrome, Siberia, Russian Federation",Cosmodrome Site 1S,51.884395,128.333932,13,13,312,1,1,4,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz25202.1a_image_20190726062341.png,,Earth Science
Electron | Coming To A Storm Near You (TROPICS-3),2023-05-26,Rocket Lab,Commercial,LEO,"Onenui Station, Mahia Peninsula, New Zealand",Rocket Lab Launch Complex 1B,-39.262833,177.864469,35,9,37,3,3,5,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/electron25202_image_20230719141203.jpeg,PAC,Earth Science
SpaceShipTwo | VSS Unity 25,2023-05-25,Virgin Galactic,Private,Sub,Air launch to Suborbital flight,Spaceport America,32.9902778,-106.9719162,79,7,60,2,2,2,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/spaceshiptwo_image_20210522140909.jpeg,,Test Flight
Nuri | NEXTSat-2 & SNIPE,2023-05-25,Korea Aerospace Research Institute,Government,SSO,"Naro Space Center, South Korea",LC-2,34.431867,127.535069,6,3,6,1,1,1,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/nuri_image_20211020165148.jpg,,Earth Science
Soyuz 2.1a | Progress MS-23 (84P),2023-05-24,Russian Federal Space Agency (ROSCOSMOS),Government,LEO,"Baikonur Cosmodrome, Republic of Kazakhstan",31/6,45.996034,63.564003,1541,408,311,5,3,3,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launcher_images/soyuz_2.1a_image_20230805184309.jpg,,Resupply
Falcon 9 Block 5 | Axiom Space Mission 2,2023-05-21,SpaceX,Commercial,LEO,"Kennedy Space Center, FL, USA",Launch Complex 39A,28.60822681,-80.60428186,219,161,248,6,6,35,https://spacelaunchnow-prod-east.nyc3.digitaloceanspaces.com/media/launch_images/falcon2520925_image_20210525170218.jpeg,LZ-1,Human Exploration
